date_of_bite,year,month,day_of_month,number_of_bites,precipitation,temperature_max,temperature_min,foggy_or_not,temperature_avg
2020-01-29,2020,1,29,5,0.0,41,31,0,36.0
2020-01-30,2020,1,30,10,0.0,38,25,0,31.5
2020-01-31,2020,1,31,5,0.02,44,33,1,38.5
2020-02-01,2020,2,1,6,0.0,43,37,1,40.0
2020-02-02,2020,2,2,10,0.07,45,35,1,40.0
2020-02-03,2020,2,3,9,0.0,57,37,1,47.0
2020-02-04,2020,2,4,6,0.0,61,43,0,52.0
2020-02-05,2020,2,5,6,0.0,55,39,1,47.0
2020-02-06,2020,2,6,3,0.51,41,35,1,38.0
2020-02-07,2020,2,7,10,0.25,56,33,1,44.5
2020-02-08,2020,2,8,11,0.0,41,30,0,35.5
2020-02-09,2020,2,9,10,0.0,44,31,0,37.5
2020-02-10,2020,2,10,7,0.37,47,42,1,44.5
2020-02-11,2020,2,11,7,0.28,48,43,1,45.5
2020-02-12,2020,2,12,6,0.13,46,37,1,41.5
2020-02-13,2020,2,13,9,0.39,44,37,1,40.5
2020-02-14,2020,2,14,7,0.0,40,18,0,29.0
2020-02-15,2020,2,15,12,0.0,31,14,0,22.5
2020-02-16,2020,2,16,7,0.0,44,30,0,37.0
2020-02-17,2020,2,17,8,0.0,51,38,0,44.5
2020-02-18,2020,2,18,4,0.0,47,38,1,42.5
2020-02-19,2020,2,19,10,0.0,48,32,1,40.0
2020-02-20,2020,2,20,4,0.0,35,26,0,30.5
2020-02-21,2020,2,21,13,0.0,35,20,0,27.5
2020-02-22,2020,2,22,11,0.0,50,30,0,40.0
2020-02-23,2020,2,23,11,0.0,56,39,0,47.5
2020-02-24,2020,2,24,6,0.0,62,41,0,51.5
2020-02-25,2020,2,25,6,0.14,53,46,1,49.5
2020-02-26,2020,2,26,7,0.0,48,43,1,45.5
2020-02-27,2020,2,27,7,0.4,43,31,1,37.0
2020-02-28,2020,2,28,9,0.0,42,29,0,35.5
2020-02-29,2020,2,29,6,0.0,35,25,0,30.0
2020-03-01,2020,3,1,13,0.0,44,25,0,34.5
2020-03-02,2020,3,2,11,0.0,58,40,0,49.0
2020-03-03,2020,3,3,7,0.26,59,49,1,54.0
2020-03-04,2020,3,4,8,0.0,56,45,0,50.5
2020-03-05,2020,3,5,8,0.0,51,39,0,45.0
2020-03-06,2020,3,6,8,0.37,45,37,1,41.0
2020-03-07,2020,3,7,10,0.0,48,36,0,42.0
2020-03-08,2020,3,8,6,0.0,59,35,0,47.0
2020-03-09,2020,3,9,6,0.0,72,47,0,59.5
2020-03-10,2020,3,10,7,0.0,65,54,0,59.5
2020-03-11,2020,3,11,8,0.0,57,43,0,50.0
2020-03-12,2020,3,12,4,0.03,50,43,1,46.5
2020-03-13,2020,3,13,7,0.26,70,45,1,57.5
2020-03-14,2020,3,14,8,0.0,57,43,0,50.0
2020-03-15,2020,3,15,9,0.0,54,40,0,47.0
2020-03-16,2020,3,16,3,0.0,45,33,0,39.0
2020-03-17,2020,3,17,5,0.16,54,41,1,47.5
2020-03-18,2020,3,18,0,0.0,54,41,0,47.5
2020-03-19,2020,3,19,1,0.93,52,41,1,46.5
2020-03-20,2020,3,20,4,0.0,77,47,1,62.0
2020-03-21,2020,3,21,3,0.0,65,40,0,52.5
2020-03-22,2020,3,22,1,0.0,45,33,0,39.0
2020-03-23,2020,3,23,0,1.16,41,36,1,38.5
2020-03-24,2020,3,24,4,0.0,55,36,0,45.5
2020-03-25,2020,3,25,2,0.01,45,40,0,42.5
2020-03-26,2020,3,26,8,0.0,60,38,0,49.0
2020-03-27,2020,3,27,7,0.0,69,50,0,59.5
2020-03-28,2020,3,28,5,0.45,54,44,1,49.0
2020-03-29,2020,3,29,3,0.05,47,44,1,45.5
2020-03-30,2020,3,30,5,0.04,52,41,1,46.5
2020-03-31,2020,3,31,4,0.06,49,41,1,45.0
2020-04-01,2020,4,1,4,0.0,56,38,0,47.0
2020-04-02,2020,4,2,0,0.0,58,38,0,48.0
2020-04-03,2020,4,3,1,0.13,52,45,0,48.5
2020-04-04,2020,4,4,4,0.02,62,46,1,54.0
2020-04-05,2020,4,5,5,0.0,65,47,0,56.0
2020-04-06,2020,4,6,6,0.07,66,49,1,57.5
2020-04-07,2020,4,7,2,0.0,68,52,0,60.0
2020-04-08,2020,4,8,1,0.2,64,49,1,56.5
2020-04-09,2020,4,9,2,0.12,59,43,1,51.0
2020-04-10,2020,4,10,5,0.01,49,37,0,43.0
2020-04-11,2020,4,11,5,0.0,56,38,0,47.0
2020-04-12,2020,4,12,1,0.0,63,44,0,53.5
2020-04-13,2020,4,13,4,1.92,67,53,1,60.0
2020-04-14,2020,4,14,2,0.0,60,47,0,53.5
2020-04-15,2020,4,15,3,0.0,54,42,0,48.0
2020-04-16,2020,4,16,2,0.0,50,38,0,44.0
2020-04-17,2020,4,17,1,0.07,51,36,1,43.5
2020-04-18,2020,4,18,3,0.22,46,41,1,43.5
2020-04-19,2020,4,19,4,0.0,63,40,0,51.5
2020-04-20,2020,4,20,4,0.0,57,48,0,52.5
2020-04-21,2020,4,21,2,0.18,61,39,1,50.0
2020-04-22,2020,4,22,6,0.0,51,36,0,43.5
2020-04-23,2020,4,23,2,0.13,52,40,1,46.0
2020-04-24,2020,4,24,6,0.48,49,42,1,45.5
2020-04-25,2020,4,25,3,0.0,65,44,0,54.5
2020-04-26,2020,4,26,3,0.22,51,42,1,46.5
2020-04-27,2020,4,27,7,0.0,50,39,1,44.5
2020-04-28,2020,4,28,7,0.0,67,41,0,54.0
2020-04-29,2020,4,29,5,0.01,59,47,0,53.0
2020-04-30,2020,4,30,5,0.71,60,49,1,54.5
2020-05-01,2020,5,1,7,0.21,66,53,1,59.5
2020-05-02,2020,5,2,13,0.0,73,51,0,62.0
2020-05-03,2020,5,3,3,0.04,80,54,1,67.0
2020-05-04,2020,5,4,7,0.0,75,50,0,62.5
2020-05-05,2020,5,5,7,0.0,63,46,0,54.5
2020-05-06,2020,5,6,5,0.06,52,45,1,48.5
2020-05-07,2020,5,7,5,0.0,67,46,0,56.5
2020-05-08,2020,5,8,1,0.45,57,36,1,46.5
2020-05-09,2020,5,9,4,0.03,48,34,1,41.0
2020-05-10,2020,5,10,9,0.0,64,39,0,51.5
2020-05-11,2020,5,11,3,0.05,61,44,1,52.5
2020-05-12,2020,5,12,3,0.0,59,43,0,51.0
2020-05-13,2020,5,13,4,0.0,64,41,0,52.5
2020-05-14,2020,5,14,6,0.0,67,47,0,57.0
2020-05-15,2020,5,15,5,0.07,84,60,1,72.0
2020-05-16,2020,5,16,8,0.01,77,59,0,68.0
2020-05-17,2020,5,17,4,0.0,69,55,0,62.0
2020-05-18,2020,5,18,4,0.0,70,54,0,62.0
2020-05-19,2020,5,19,4,0.0,68,53,0,60.5
2020-05-20,2020,5,20,7,0.0,66,49,0,57.5
2020-05-21,2020,5,21,7,0.0,68,46,0,57.0
2020-05-22,2020,5,22,4,0.03,77,54,1,65.5
2020-05-23,2020,5,23,5,0.65,67,55,1,61.0
2020-05-24,2020,5,24,8,0.0,67,52,0,59.5
2020-05-25,2020,5,25,7,0.0,71,55,1,63.0
2020-05-26,2020,5,26,3,0.0,78,58,1,68.0
2020-05-27,2020,5,27,6,0.0,79,60,0,69.5
2020-05-28,2020,5,28,10,0.0,76,64,1,70.0
2020-05-29,2020,5,29,6,0.03,81,67,1,74.0
2020-05-30,2020,5,30,6,0.02,81,67,0,74.0
2020-05-31,2020,5,31,10,0.0,70,56,0,63.0
2020-06-01,2020,6,1,5,0.0,70,51,0,60.5
2020-06-02,2020,6,2,10,0.0,72,59,0,65.5
2020-06-03,2020,6,3,4,0.45,79,60,1,69.5
2020-06-04,2020,6,4,10,0.16,84,66,1,75.0
2020-06-05,2020,6,5,4,0.26,79,69,1,74.0
2020-06-06,2020,6,6,7,0.06,86,70,1,78.0
2020-06-07,2020,6,7,9,0.0,76,63,0,69.5
2020-06-08,2020,6,8,8,0.0,79,59,0,69.0
2020-06-09,2020,6,9,6,0.0,87,65,0,76.0
2020-06-10,2020,6,10,13,0.0,85,70,0,77.5
2020-06-11,2020,6,11,11,0.05,84,70,1,77.0
2020-06-12,2020,6,12,3,0.0,85,69,0,77.0
2020-06-13,2020,6,13,6,0.0,75,59,0,67.0
2020-06-14,2020,6,14,4,0.0,74,54,0,64.0
2020-06-15,2020,6,15,6,0.0,75,59,0,67.0
2020-06-16,2020,6,16,7,0.0,78,60,0,69.0
2020-06-17,2020,6,17,3,0.0,78,60,0,69.0
2020-06-18,2020,6,18,6,0.0,77,65,1,71.0
2020-06-19,2020,6,19,9,0.0,83,65,1,74.0
2020-06-20,2020,6,20,12,0.0,86,70,0,78.0
2020-06-21,2020,6,21,9,0.0,88,70,0,79.0
2020-06-22,2020,6,22,10,0.0,90,72,0,81.0
2020-06-23,2020,6,23,9,0.0,87,74,1,80.5
2020-06-24,2020,6,24,3,0.0,86,74,0,80.0
2020-06-25,2020,6,25,8,0.0,87,72,0,79.5
2020-06-26,2020,6,26,2,0.0,87,69,0,78.0
2020-06-27,2020,6,27,5,0.09,80,72,1,76.0
2020-06-28,2020,6,28,6,0.11,90,70,1,80.0
2020-06-29,2020,6,29,7,0.58,87,65,1,76.0
2020-06-30,2020,6,30,4,0.0,80,67,0,73.5
2020-07-01,2020,7,1,12,0.03,80,67,0,73.5
2020-07-02,2020,7,2,4,0.0,92,68,0,80.0
2020-07-03,2020,7,3,7,0.13,90,71,1,80.5
2020-07-04,2020,7,4,3,0.0,87,68,1,77.5
2020-07-05,2020,7,5,10,0.0,92,72,0,82.0
2020-07-06,2020,7,6,4,0.54,96,70,1,83.0
2020-07-07,2020,7,7,5,0.0,82,72,0,77.0
2020-07-08,2020,7,8,5,0.02,83,75,1,79.0
2020-07-09,2020,7,9,4,0.0,89,75,0,82.0
2020-07-10,2020,7,10,6,2.54,77,73,1,75.0
2020-07-11,2020,7,11,6,0.76,83,72,1,77.5
2020-07-12,2020,7,12,9,0.04,87,71,1,79.0
2020-07-13,2020,7,13,5,0.02,86,70,1,78.0
2020-07-14,2020,7,14,14,0.0,85,70,0,77.5
2020-07-15,2020,7,15,8,0.0,82,70,0,76.0
2020-07-16,2020,7,16,4,0.0,78,69,0,73.5
2020-07-17,2020,7,17,5,0.03,84,69,0,76.5
2020-07-18,2020,7,18,8,0.0,91,72,1,81.5
2020-07-19,2020,7,19,10,0.0,94,77,0,85.5
2020-07-20,2020,7,20,5,0.0,93,81,0,87.0
2020-07-21,2020,7,21,8,0.0,91,77,0,84.0
2020-07-22,2020,7,22,8,1.42,92,72,1,82.0
2020-07-23,2020,7,23,7,0.0,86,73,0,79.5
2020-07-24,2020,7,24,10,0.19,80,72,1,76.0
2020-07-25,2020,7,25,6,0.0,88,72,1,80.0
2020-07-26,2020,7,26,7,0.0,92,77,0,84.5
2020-07-27,2020,7,27,12,0.0,93,76,0,84.5
2020-07-28,2020,7,28,5,0.0,93,80,0,86.5
2020-07-29,2020,7,29,2,0.0,90,77,0,83.5
2020-07-30,2020,7,30,3,0.08,92,74,1,83.0
2020-07-31,2020,7,31,13,0.78,82,70,1,76.0
2020-08-01,2020,8,1,9,0.0,88,71,0,79.5
2020-08-02,2020,8,2,6,0.0,89,77,0,83.0
2020-08-03,2020,8,3,5,0.54,88,70,1,79.0
2020-08-04,2020,8,4,5,0.55,79,70,1,74.5
2020-08-05,2020,8,5,4,0.0,86,73,0,79.5
2020-08-06,2020,8,6,7,0.0,82,71,0,76.5
2020-08-07,2020,8,7,11,0.46,81,66,1,73.5
2020-08-08,2020,8,8,15,0.0,83,68,1,75.5
2020-08-09,2020,8,9,9,0.0,87,72,1,79.5
2020-08-10,2020,8,10,8,0.0,92,76,0,84.0
2020-08-11,2020,8,11,11,0.0,88,78,1,83.0
2020-08-12,2020,8,12,4,1.76,90,72,1,81.0
2020-08-13,2020,8,13,4,0.24,79,72,1,75.5
2020-08-14,2020,8,14,10,0.0,86,73,0,79.5
2020-08-15,2020,8,15,9,0.0,84,71,0,77.5
2020-08-16,2020,8,16,2,0.21,72,67,1,69.5
2020-08-17,2020,8,17,10,0.14,81,64,1,72.5
2020-08-18,2020,8,18,12,0.2,82,63,1,72.5
2020-08-19,2020,8,19,5,0.14,75,66,1,70.5
2020-08-20,2020,8,20,13,0.0,80,62,0,71.0
2020-08-21,2020,8,21,10,0.0,83,68,0,75.5
2020-08-22,2020,8,22,9,0.0,88,73,0,80.5
2020-08-23,2020,8,23,8,0.0,86,74,0,80.0
2020-08-24,2020,8,24,6,0.0,90,75,0,82.5
2020-08-25,2020,8,25,7,0.36,89,71,1,80.0
2020-08-26,2020,8,26,5,0.0,77,67,0,72.0
2020-08-27,2020,8,27,11,0.42,90,66,1,78.0
2020-08-28,2020,8,28,9,0.0,85,71,0,78.0
2020-08-29,2020,8,29,8,0.01,81,72,1,76.5
2020-08-30,2020,8,30,7,0.0,79,67,0,73.0
2020-08-31,2020,8,31,7,0.0,77,63,0,70.0
2020-09-01,2020,9,1,3,0.23,77,66,1,71.5
2020-09-02,2020,9,2,9,0.14,79,69,1,74.0
2020-09-03,2020,9,3,6,0.71,85,70,1,77.5
2020-09-04,2020,9,4,9,0.0,85,69,1,77.0
2020-09-05,2020,9,5,13,0.0,80,65,0,72.5
2020-09-06,2020,9,6,5,0.0,82,66,0,74.0
2020-09-07,2020,9,7,13,0.0,79,66,0,72.5
2020-09-08,2020,9,8,3,0.0,84,68,0,76.0
2020-09-09,2020,9,9,8,0.0,81,69,1,75.0
2020-09-10,2020,9,10,5,1.2,82,73,1,77.5
2020-09-11,2020,9,11,5,0.0,76,64,1,70.0
2020-09-12,2020,9,12,10,0.0,74,61,0,67.5
2020-09-13,2020,9,13,6,0.0,74,61,0,67.5
2020-09-14,2020,9,14,6,0.0,75,59,0,67.0
2020-09-15,2020,9,15,5,0.0,66,54,0,60.0
2020-09-16,2020,9,16,6,0.0,71,56,0,63.5
2020-09-17,2020,9,17,8,0.0,75,64,0,69.5
2020-09-18,2020,9,18,12,0.0,70,55,0,62.5
2020-09-19,2020,9,19,14,0.0,63,50,0,56.5
2020-09-20,2020,9,20,10,0.0,65,50,0,57.5
2020-09-21,2020,9,21,4,0.0,65,49,0,57.0
2020-09-22,2020,9,22,5,0.0,71,48,0,59.5
2020-09-23,2020,9,23,6,0.0,79,57,0,68.0
2020-09-24,2020,9,24,7,0.0,75,62,0,68.5
2020-09-25,2020,9,25,6,0.0,77,62,1,69.5
2020-09-26,2020,9,26,7,0.0,74,65,0,69.5
2020-09-27,2020,9,27,6,0.03,79,67,1,73.0
2020-09-28,2020,9,28,6,0.02,77,69,1,73.0
2020-09-29,2020,9,29,7,0.47,74,67,1,70.5
2020-09-30,2020,9,30,4,1.14,71,60,1,65.5
2020-10-01,2020,10,1,6,0.0,72,60,0,66.0
2020-10-02,2020,10,2,8,0.04,65,53,1,59.0
2020-10-03,2020,10,3,7,0.0,66,52,0,59.0
2020-10-04,2020,10,4,3,0.0,67,51,0,59.0
2020-10-05,2020,10,5,7,0.0,70,53,0,61.5
2020-10-06,2020,10,6,1,0.0,69,57,0,63.0
2020-10-07,2020,10,7,7,0.02,74,60,0,67.0
2020-10-08,2020,10,8,5,0.0,64,53,0,58.5
2020-10-09,2020,10,9,9,0.0,69,50,0,59.5
2020-10-10,2020,10,10,9,0.0,71,58,0,64.5
2020-10-11,2020,10,11,11,0.0,67,57,0,62.0
2020-10-12,2020,10,12,3,0.96,57,49,1,53.0
2020-10-13,2020,10,13,6,0.34,58,53,1,55.5
2020-10-14,2020,10,14,7,0.0,67,50,0,58.5
2020-10-15,2020,10,15,4,0.0,71,57,0,64.0
2020-10-16,2020,10,16,4,1.36,66,47,1,56.5
2020-10-17,2020,10,17,3,0.01,59,44,0,51.5
2020-10-18,2020,10,18,14,0.0,62,46,0,54.0
2020-10-19,2020,10,19,5,0.0,65,51,0,58.0
2020-10-20,2020,10,20,4,0.0,71,57,1,64.0
2020-10-21,2020,10,21,7,0.0,68,59,1,63.5
2020-10-22,2020,10,22,12,0.0,68,64,1,66.0
2020-10-23,2020,10,23,7,0.0,69,63,1,66.0
2020-10-24,2020,10,24,5,0.0,69,48,0,58.5
2020-10-25,2020,10,25,7,0.02,53,45,1,49.0
2020-10-26,2020,10,26,14,0.02,59,51,1,55.0
2020-10-27,2020,10,27,11,0.0,59,52,1,55.5
2020-10-28,2020,10,28,5,0.11,57,52,1,54.5
2020-10-29,2020,10,29,3,1.53,56,46,1,51.0
2020-10-30,2020,10,30,10,0.64,47,37,1,42.0
2020-10-31,2020,10,31,8,0.0,46,32,0,39.0
2020-11-01,2020,11,1,8,0.4,55,43,1,49.0
2020-11-02,2020,11,2,3,0.0,44,38,0,41.0
2020-11-03,2020,11,3,5,0.0,53,40,0,46.5
2020-11-04,2020,11,4,2,0.0,62,40,0,51.0
2020-11-05,2020,11,5,5,0.0,67,52,1,59.5
2020-11-06,2020,11,6,5,0.0,70,56,0,63.0
2020-11-07,2020,11,7,10,0.0,74,56,0,65.0
2020-11-08,2020,11,8,4,0.0,75,56,0,65.5
2020-11-09,2020,11,9,4,0.0,75,54,0,64.5
2020-11-10,2020,11,10,4,0.0,74,60,0,67.0
2020-11-11,2020,11,11,8,0.78,72,64,1,68.0
2020-11-12,2020,11,12,2,0.24,68,46,1,57.0
2020-11-13,2020,11,13,5,0.19,50,47,1,48.5
2020-11-14,2020,11,14,8,0.0,52,42,0,47.0
2020-11-15,2020,11,15,7,0.07,64,41,1,52.5
2020-11-16,2020,11,16,5,0.0,55,44,0,49.5
2020-11-17,2020,11,17,4,0.0,50,36,0,43.0
2020-11-18,2020,11,18,7,0.0,36,30,0,33.0
2020-11-19,2020,11,19,6,0.0,48,30,0,39.0
2020-11-20,2020,11,20,11,0.0,63,45,0,54.0
2020-11-21,2020,11,21,6,0.0,64,49,0,56.5
2020-11-22,2020,11,22,11,0.0,59,44,1,51.5
2020-11-23,2020,11,23,2,0.54,60,42,1,51.0
2020-11-24,2020,11,24,7,0.0,48,41,0,44.5
2020-11-25,2020,11,25,5,0.0,56,45,0,50.5
2020-11-26,2020,11,26,10,0.79,65,55,1,60.0
2020-11-27,2020,11,27,5,0.0,63,51,0,57.0
2020-11-28,2020,11,28,11,0.0,56,44,0,50.0
2020-11-29,2020,11,29,10,0.0,54,41,0,47.5
2020-11-30,2020,11,30,7,0.98,63,50,1,56.5
2020-12-01,2020,12,1,8,0.0,62,37,0,49.5
2020-12-02,2020,12,2,6,0.0,43,36,0,39.5
2020-12-03,2020,12,3,8,0.0,50,35,0,42.5
2020-12-04,2020,12,4,5,0.11,52,44,1,48.0
2020-12-05,2020,12,5,14,1.02,47,39,1,43.0
2020-12-06,2020,12,6,4,0.0,40,33,0,36.5
2020-12-07,2020,12,7,7,0.0,40,32,0,36.0
2020-12-08,2020,12,8,5,0.0,36,30,0,33.0
2020-12-09,2020,12,9,5,0.05,38,31,1,34.5
2020-12-10,2020,12,10,6,0.0,49,36,0,42.5
2020-12-11,2020,12,11,7,0.0,57,39,0,48.0
2020-12-12,2020,12,12,10,0.0,58,46,1,52.0
2020-12-13,2020,12,13,6,0.0,62,47,0,54.5
2020-12-14,2020,12,14,3,0.26,47,35,1,41.0
2020-12-15,2020,12,15,5,0.0,39,30,0,34.5
2020-12-16,2020,12,16,6,0.86,31,24,1,27.5
2020-12-17,2020,12,17,4,0.66,33,24,1,28.5
2020-12-18,2020,12,18,5,0.0,32,24,0,28.0
2020-12-19,2020,12,19,4,0.0,32,20,0,26.0
2020-12-20,2020,12,20,4,0.01,40,31,1,35.5
2020-12-21,2020,12,21,10,0.0,46,37,1,41.5
2020-12-22,2020,12,22,5,0.0,46,38,1,42.0
2020-12-23,2020,12,23,4,0.0,45,36,0,40.5
2020-12-24,2020,12,24,4,0.24,59,43,1,51.0
2020-12-25,2020,12,25,2,0.92,61,29,1,45.0
2020-12-26,2020,12,26,5,0.0,32,24,0,28.0
2020-12-27,2020,12,27,7,0.0,37,24,0,30.5
2020-12-28,2020,12,28,2,0.0,50,35,0,42.5
2020-12-29,2020,12,29,4,0.0,43,30,0,36.5
2020-12-30,2020,12,30,6,0.0,43,28,0,35.5
2020-12-31,2020,12,31,6,0.48,48,36,1,42.0
2021-01-01,2021,1,1,7,0.62,40,33,1,36.5
2021-01-02,2021,1,2,4,0.05,51,36,1,43.5
2021-01-03,2021,1,3,4,0.22,38,34,1,36.0
2021-01-04,2021,1,4,2,0.02,43,35,1,39.0
2021-01-05,2021,1,5,7,0.0,42,36,0,39.0
2021-01-06,2021,1,6,3,0.0,41,34,0,37.5
2021-01-07,2021,1,7,4,0.0,41,30,0,35.5
2021-01-08,2021,1,8,5,0.0,37,27,0,32.0
2021-01-09,2021,1,9,9,0.0,37,24,0,30.5
2021-01-10,2021,1,10,1,0.0,41,29,0,35.0
2021-01-11,2021,1,11,5,0.0,37,28,0,32.5
2021-01-12,2021,1,12,4,0.0,44,33,0,38.5
2021-01-13,2021,1,13,6,0.0,43,35,0,39.0
2021-01-14,2021,1,14,5,0.0,49,39,0,44.0
2021-01-15,2021,1,15,4,0.38,46,38,1,42.0
2021-01-16,2021,1,16,6,0.78,47,37,1,42.0
2021-01-17,2021,1,17,8,0.0,44,35,0,39.5
2021-01-18,2021,1,18,7,0.0,45,37,0,41.0
2021-01-19,2021,1,19,3,0.0,43,35,0,39.0
2021-01-20,2021,1,20,3,0.02,40,27,1,33.5
2021-01-21,2021,1,21,5,0.0,43,25,0,34.0
2021-01-22,2021,1,22,3,0.0,45,36,0,40.5
2021-01-23,2021,1,23,4,0.0,36,24,0,30.0
2021-01-24,2021,1,24,4,0.0,32,22,0,27.0
2021-01-25,2021,1,25,5,0.0,37,23,0,30.0
2021-01-26,2021,1,26,3,0.1,34,31,1,32.5
2021-01-27,2021,1,27,6,0.0,37,31,1,34.0
2021-01-28,2021,1,28,2,0.0,34,20,0,27.0
2021-01-29,2021,1,29,3,0.0,25,14,0,19.5
2021-01-30,2021,1,30,7,0.0,32,17,0,24.5
2021-01-31,2021,1,31,2,0.12,26,20,1,23.0
2021-02-01,2021,2,1,9,1.85,34,22,1,28.0
2021-02-02,2021,2,2,8,0.13,33,30,1,31.5
2021-02-03,2021,2,3,3,0.01,37,29,1,33.0
2021-02-04,2021,2,4,8,0.0,43,31,0,37.0
2021-02-05,2021,2,5,6,0.07,47,37,0,42.0
2021-02-06,2021,2,6,4,0.0,44,34,0,39.0
2021-02-07,2021,2,7,7,0.39,40,24,1,32.0
2021-02-08,2021,2,8,8,0.0,29,17,0,23.0
2021-02-09,2021,2,9,5,0.0,33,27,1,30.0
2021-02-10,2021,2,10,5,0.01,35,26,0,30.5
2021-02-11,2021,2,11,3,0.1,33,26,1,29.5
2021-02-12,2021,2,12,6,0.0,30,20,0,25.0
2021-02-13,2021,2,13,6,0.0,30,25,0,27.5
2021-02-14,2021,2,14,3,0.0,38,27,0,32.5
2021-02-15,2021,2,15,8,0.02,36,31,1,33.5
2021-02-16,2021,2,16,4,0.82,51,34,1,42.5
2021-02-17,2021,2,17,3,0.0,34,22,0,28.0
2021-02-18,2021,2,18,8,0.45,30,24,1,27.0
2021-02-19,2021,2,19,6,0.14,33,28,1,30.5
2021-02-20,2021,2,20,3,0.0,35,26,0,30.5
2021-02-21,2021,2,21,4,0.0,37,24,0,30.5
2021-02-22,2021,2,22,4,0.52,39,32,1,35.5
2021-02-23,2021,2,23,9,0.01,45,36,0,40.5
2021-02-24,2021,2,24,4,0.0,54,39,0,46.5
2021-02-25,2021,2,25,9,0.0,50,40,0,45.0
2021-02-26,2021,2,26,7,0.0,45,33,0,39.0
2021-02-27,2021,2,27,6,0.39,50,38,1,44.0
2021-02-28,2021,2,28,5,0.22,45,41,1,43.0
2021-03-01,2021,3,1,2,0.16,49,31,1,40.0
2021-03-02,2021,3,2,1,0.0,33,21,0,27.0
2021-03-03,2021,3,3,5,0.0,52,32,0,42.0
2021-03-04,2021,3,4,5,0.0,45,27,0,36.0
2021-03-05,2021,3,5,7,0.0,37,23,0,30.0
2021-03-06,2021,3,6,2,0.0,34,29,0,31.5
2021-03-07,2021,3,7,2,0.0,41,29,0,35.0
2021-03-08,2021,3,8,5,0.0,43,26,0,34.5
2021-03-09,2021,3,9,8,0.0,64,42,0,53.0
2021-03-10,2021,3,10,10,0.0,54,41,0,47.5
2021-03-11,2021,3,11,4,0.0,71,44,1,57.5
2021-03-12,2021,3,12,10,0.0,68,52,0,60.0
2021-03-13,2021,3,13,4,0.0,52,33,0,42.5
2021-03-14,2021,3,14,10,0.0,54,31,0,42.5
2021-03-15,2021,3,15,3,0.0,39,24,0,31.5
2021-03-16,2021,3,16,8,0.0,37,29,0,33.0
2021-03-17,2021,3,17,9,0.0,47,34,0,40.5
2021-03-18,2021,3,18,6,0.6,47,41,1,44.0
2021-03-19,2021,3,19,2,0.07,43,31,0,37.0
2021-03-20,2021,3,20,5,0.0,59,33,0,46.0
2021-03-21,2021,3,21,6,0.0,63,42,0,52.5
2021-03-22,2021,3,22,13,0.0,62,42,0,52.0
2021-03-23,2021,3,23,6,0.0,66,43,1,54.5
2021-03-24,2021,3,24,4,1.27,56,47,1,51.5
2021-03-25,2021,3,25,8,0.01,68,49,1,58.5
2021-03-26,2021,3,26,7,0.19,82,52,1,67.0
2021-03-27,2021,3,27,5,0.0,69,50,0,59.5
2021-03-28,2021,3,28,4,0.76,60,48,1,54.0
2021-03-29,2021,3,29,11,0.0,55,45,0,50.0
2021-03-30,2021,3,30,12,0.0,61,42,0,51.5
2021-03-31,2021,3,31,8,0.35,67,50,1,58.5
2021-04-01,2021,4,1,6,0.03,58,38,1,48.0
2021-04-02,2021,4,2,6,0.0,39,28,0,33.5
2021-04-03,2021,4,3,7,0.0,53,32,0,42.5
2021-04-04,2021,4,4,12,0.0,65,45,0,55.0
2021-04-05,2021,4,5,10,0.0,68,48,0,58.0
2021-04-06,2021,4,6,7,0.0,70,47,0,58.5
2021-04-07,2021,4,7,11,0.0,72,51,0,61.5
2021-04-08,2021,4,8,8,0.0,70,49,0,59.5
2021-04-09,2021,4,9,8,0.01,59,49,0,54.0
2021-04-10,2021,4,10,12,0.01,70,51,1,60.5
2021-04-11,2021,4,11,8,0.42,57,47,1,52.0
2021-04-12,2021,4,12,9,0.49,51,45,1,48.0
2021-04-13,2021,4,13,11,0.06,65,44,1,54.5
2021-04-14,2021,4,14,7,0.0,72,48,0,60.0
2021-04-15,2021,4,15,6,0.83,58,45,1,51.5
2021-04-16,2021,4,16,16,0.04,53,41,1,47.0
2021-04-17,2021,4,17,6,0.0,56,43,0,49.5
2021-04-18,2021,4,18,5,0.0,64,49,0,56.5
2021-04-19,2021,4,19,12,0.0,65,52,0,58.5
2021-04-20,2021,4,20,11,0.0,76,53,0,64.5
2021-04-21,2021,4,21,11,0.11,68,39,1,53.5
2021-04-22,2021,4,22,6,0.0,48,36,0,42.0
2021-04-23,2021,4,23,4,0.0,64,39,0,51.5
2021-04-24,2021,4,24,8,0.0,72,52,0,62.0
2021-04-25,2021,4,25,9,0.59,63,49,1,56.0
2021-04-26,2021,4,26,3,0.0,60,41,0,50.5
2021-04-27,2021,4,27,6,0.0,64,46,0,55.0
2021-04-28,2021,4,28,7,0.05,85,52,0,68.5
2021-04-29,2021,4,29,6,0.02,75,59,1,67.0
2021-04-30,2021,4,30,4,0.03,71,46,0,58.5
2021-05-01,2021,5,1,10,0.0,65,42,0,53.5
2021-05-02,2021,5,2,10,0.0,82,56,0,69.0
2021-05-03,2021,5,3,9,0.58,66,52,1,59.0
2021-05-04,2021,5,4,10,0.23,73,52,1,62.5
2021-05-05,2021,5,5,5,0.31,62,52,1,57.0
2021-05-06,2021,5,6,5,0.0,66,50,0,58.0
